title,vector_14d
from Water Music,"[0.3, 1.0, 0.15, 0.8666666666666666, 0.4109609335312651, 1.0, 0.3333333333333333, 0.25, 0.30612244897959184, 0.7647650813389423, 8.666666666666666, 0.4, 0.6428571428571429, 0.3]"
Dilemma,"[0.1, 1.0, 0.45, 1.1666666666666665, 0.48074017006186526, 0.7777777777777778, 0.2222222222222222, 0.13432835820895522, 0.28780487804878047, 0.7900875084429536, 11.666666666666666, 0.4, 0.6666666666666666, 0.4]"
A Report to an Academy,"[0.5, 1.0, 0.1, 8.2, 1.8, 1.0, 0.5, 0.2246376811594203, 0.303951367781155, 0.7975688871427433, 82.0, 0.4, 0.7272727272727273, 0.6]"
"""Man","[0.1, 1.0, 0.45, 2.033333333333333, 6.584156066734074, 0.8888888888888888, 0.2222222222222222, 0.15833333333333333, 0.3778501628664495, 0.6870157911799991, 20.333333333333332, 0.6, 0.6470588235294118, 0.3]"
No Platonic Love,"[0.3, 1.0, 0.1, 7.75, 3.5, 1.0, 0.5, 0.17886178861788618, 0.31386861313868614, 0.7879054890787395, 77.5, 0.4, 0.5882352941176471, 0.3]"
Art,"[0.1, 1.0, 1.25, 1.1199999999999999, 1.8965231345807516, 0.8, 0.12, 0.19607843137254902, 0.27634194831013914, 0.7971641088495164, 11.2, 0.4, 0.7777777777777778, 0.5]"
Brief reflection on killing the Christmas carp,"[0.7, 1.0, 0.15, 4.266666666666667, 7.361763073853678, 1.0, 0.3333333333333333, 0.20168067226890757, 0.3345724907063197, 0.7886923704318206, 42.666666666666664, 0.4, 0.8461538461538461, 0.5]"
"Hot Sun, Cool Fire","[0.4, 1.0, 0.25, 1.3199999999999998, 3.684345260694225, 0.8, 0.4, 0.28205128205128205, 0.35537190082644626, 0.7873436511892878, 13.2, 0.4, 0.5454545454545454, 0.5]"
Spring Reign,"[0.2, 1.0, 0.25, 3.66, 5.240763303183993, 0.8, 0.4, 0.17142857142857143, 0.29190751445086704, 0.7865755330259891, 36.6, 0.4, 0.8888888888888888, 0.5]"
Childhood Ideogram,"[0.2, 1.0, 0.4, 4.8375, 8.179203812107875, 0.875, 0.25, 0.12424242424242424, 0.34172185430463575, 0.7758725281156743, 48.375, 0.4, 0.8, 0.3]"
The Starlight Night,"[0.3, 1.0, 0.35, 1.7285714285714284, 2.047198184876898, 0.8571428571428571, 0.2857142857142857, 0.2079207920792079, 0.3113207547169811, 0.7644989221209663, 17.285714285714285, 0.6, 0.7894736842105263, 0.2]"
The Sheep in the Ruins,"[0.5, 0.8, 0.05, 59.7, 0.0, 1.0, 1.0, 0.11328125, 0.37771739130434784, 0.7556020073021212, 597.0, 0.4, 0.6470588235294118, 0.2]"
Tenebrae,"[0.1, 1.0, 0.45, 4.455555555555556, 4.60445302444503, 0.8888888888888888, 0.2222222222222222, 0.140893470790378, 0.2959309494451295, 0.7995398626081943, 44.55555555555556, 0.4, 0.75, 0.3]"
The Most Expensive,"[0.3, 1.0, 0.15, 3.5, 4.955804677345546, 1.0, 0.3333333333333333, 0.2222222222222222, 0.29767441860465116, 0.8039226149902845, 35.0, 0.4, 0.6666666666666666, 0.3]"
The Builders,"[0.2, 1.0, 1.3, 1.7576923076923077, 1.322204542448333, 0.56, 0.16, 0.1377049180327869, 0.36181575433911883, 0.7513982999742636, 17.576923076923077, 0.4, 0.9230769230769231, 0.1]"
[ruinsÂ  library],"[0.2, 1.0, 0.05, 8.4, 0.0, 1.0, 1.0, 0.2028985507246377, 0.44047619047619047, 0.7296031306555865, 84.0, 0.6, 0.7, 0.1]"
The Apparition,"[0.2, 1.0, 0.2, 3.225, 3.344772040064913, 1.0, 0.25, 0.16666666666666666, 0.33157894736842103, 0.7771043894795365, 32.25, 0.4, 0.6666666666666666, 0.3]"
her tin skin,"[0.3, 1.0, 0.6, 0.9916666666666666, 0.8060534859562498, 0.8333333333333334, 0.16666666666666666, 0.18181818181818182, 0.3188405797101449, 0.7912308588760454, 9.916666666666666, 0.4, 0.8333333333333334, 0.5]"
In Me as the Swans,"[0.5, 1.0, 1.7, 0.6647058823529413, 0.4025867913474982, 0.8235294117647058, 0.08823529411764706, 0.136986301369863, 0.327319587628866, 0.7652186300545214, 6.647058823529412, 0.4, 0.5, 0.4]"
Lives,"[0.1, 1.0, 0.2, 9.325, 10.872327257767768, 0.6666666666666666, 0.6666666666666666, 0.1511111111111111, 0.32339089481946626, 0.783720047900049, 93.25, 0.4, 0.6923076923076923, 0.2]"
"Sonnet [""If I were fire, I'd burn the world away""]","[1.0, 1.0, 0.4, 1.425, 1.444818327679989, 0.75, 0.375, 0.13333333333333333, 0.32386363636363635, 0.7801953674337706, 14.25, 0.4, 0.7777777777777778, 0.4]"
Eating Together,"[0.2, 1.0, 0.55, 0.6909090909090909, 0.36635348508381604, 0.9090909090909091, 0.18181818181818182, 0.14814814814814814, 0.3798449612403101, 0.7455853713662369, 6.909090909090909, 0.4, 0.8181818181818182, 0.3]"
In the Middle of Dinner,"[0.5, 1.0, 0.2, 1.825, 1.12583302491977, 0.75, 0.5, 0.2222222222222222, 0.35507246376811596, 0.760474593183338, 18.25, 0.4, 0.8, 0.4]"
"Poem to My Child, If Ever You Shall Be","[0.9, 1.0, 0.25, 8.22, 11.868209637514834, 1.0, 0.2, 0.13793103448275862, 0.265625, 0.8269564752547168, 82.2, 0.4, 0.8571428571428571, 0.5]"
"Sonnet: On Being Cautioned Against Walking on an Headland Overlooking the Sea, Because It Was Frequented by a Lunatic","[1.9, 0.9473684210526315, 0.35, 1.4857142857142858, 0.8514093957572195, 0.5714285714285714, 0.42857142857142855, 0.16049382716049382, 0.3028571428571429, 0.7777867003119839, 14.857142857142858, 0.4, 0.7857142857142857, 0.1]"
The Great Figure,"[0.3, 1.0, 0.05, 3.1, 0.0, 1.0, 1.0, 0.15384615384615385, 0.30434782608695654, 0.782260576860053, 31.0, 0.6, 0.42857142857142855, 0.1]"
Wash of Cold River,"[0.4, 1.0, 0.05, 6.8, 0.0, 1.0, 1.0, 0.15584415584415584, 0.3240223463687151, 0.747641695192923, 68.0, 0.4, 0.75, 0.4]"
ÂItÂs going to hurtÂ,"[0.4, 1.0, 0.15, 9.466666666666667, 9.158359872573012, 1.0, 0.3333333333333333, 0.17511520737327188, 0.2719449225473322, 0.820398716657461, 94.66666666666667, 0.4, 0.6153846153846154, 0.1]"
Sonnet,"[0.1, 1.0, 0.2, 2.625, 2.2599778759979046, 1.0, 0.25, 0.1956521739130435, 0.3582887700534759, 0.7874889801917518, 26.25, 0.4, 0.9090909090909091, 0.1]"
Vuillard: ÂThe Mother and Sister of the ArtistÂ,"[0.8, 1.0, 0.6, 2.55, 4.747279922931306, 1.0, 0.08333333333333333, 0.16013071895424835, 0.33070866141732286, 0.7784149193987928, 25.5, 0.6, 0.6923076923076923, 0.2]"
The Negro Speaks of Rivers,"[0.5, 1.0, 0.05, 9.4, 0.0, 1.0, 1.0, 0.2, 0.3393939393939394, 0.7802750753724509, 94.0, 0.4, 0.7142857142857143, 0.5]"
March,"[0.1, 1.0, 0.3, 0.8666666666666666, 1.3399834161494522, 1.0, 0.16666666666666666, 0.20689655172413793, 0.21666666666666667, 0.8279452505838667, 8.666666666666666, 0.4, 0.7692307692307693, 0.1]"
Still When I Picture It the Face of God Is a White ManÂs Face,"[1.4, 0.9285714285714286, 0.25, 1.94, 1.5522886329545804, 0.8, 0.4, 0.20689655172413793, 0.37735849056603776, 0.7100050658296366, 19.4, 0.4, 0.7272727272727273, 0.3]"
Watching the Perseids,"[0.3, 1.0, 0.05, 15.2, 0.0, 1.0, 1.0, 0.19834710743801653, 0.2476780185758514, 0.7958005938375026, 152.0, 0.4, 0.75, 0.5]"
"To His Watch, When He Could Not Sleep","[0.8, 1.0, 0.15, 3.033333333333333, 2.0677416559027764, 1.0, 0.3333333333333333, 0.16, 0.2823529411764706, 0.8238415191180474, 30.333333333333332, 1.2, 0.46875, 0.1]"
Drybridge,"[0.1, 1.0, 0.3, 4.35, 4.2782395133200914, 1.0, 0.16666666666666666, 0.19607843137254902, 0.28501228501228504, 0.8041349563087913, 43.5, 0.4, 0.8571428571428571, 0.1]"
A New York ChildÂs Garden of Verses,"[0.7, 1.0, 0.25, 3.6799999999999997, 4.5736637392794846, 1.0, 0.2, 0.25, 0.26199261992619927, 0.8070160542180749, 36.8, 0.6, 0.6842105263157895, 0.5]"
Transactions,"[0.1, 1.0, 0.15, 1.8666666666666667, 2.0548046676563256, 1.0, 0.3333333333333333, 0.18181818181818182, 0.28289473684210525, 0.8327165078812834, 18.666666666666668, 0.4, 0.6153846153846154, 0.5]"
Mirror Meteor,"[0.2, 1.0, 0.05, 12.1, 0.0, 1.0, 1.0, 0.18947368421052632, 0.2625, 0.8051371162285164, 121.0, 0.4, 0.8181818181818182, 0.3]"
"Speech:Â ÂTomorrow, and tomorrow, and tomorrowÂ","[0.6, 0.8333333333333334, 0.15, 2.333333333333333, 1.635712552851373, 1.0, 0.3333333333333333, 0.21153846153846154, 0.2537313432835821, 0.8212629742133878, 23.333333333333332, 0.4, 0.6111111111111112, 0.2]"
What We Need,"[0.3, 1.0, 0.05, 6.9, 0.0, 1.0, 1.0, 0.16981132075471697, 0.38392857142857145, 0.7059113107806699, 69.0, 0.4, 0.8181818181818182, 0.6]"
It Would,"[0.2, 1.0, 1.05, 0.40476190476190477, 0.43414366933491355, 0.85, 0.1, 0.23076923076923078, 0.2440944881889764, 0.8128897246325133, 4.0476190476190474, 0.4, 0.8181818181818182, 0.4]"
Holding On,"[0.2, 1.0, 0.2, 4.75, 5.170106381884226, 1.0, 0.25, 0.16143497757847533, 0.2885572139303483, 0.790596924998967, 47.5, 0.6, 0.7142857142857143, 0.1]"
Letter to Brooks: Spring Garden,"[0.5, 1.0, 1.45, 1.2, 1.2351183106809285, 0.7586206896551724, 0.10344827586206896, 0.15309446254071662, 0.29489291598023065, 0.8068044245617628, 12.0, 0.4, 0.75, 0.6]"
"[Ladies, who of my lord would fain be told]","[0.9, 1.0, 0.1, 4.4, 1.2, 1.0, 0.5, 0.2638888888888889, 0.26136363636363635, 0.8028432913138434, 44.0, 0.4, 0.5384615384615384, 0.2]"
Necropolitan,"[0.1, 1.0, 0.1, 4.8, 1.6, 1.0, 0.5, 0.16393442622950818, 0.3209302325581395, 0.784523135880482, 48.0, 0.4, 0.7272727272727273, 0.5]"
History Lesson,"[0.2, 1.0, 0.65, 0.8307692307692308, 0.6391562485489535, 0.9230769230769231, 0.15384615384615385, 0.17857142857142858, 0.2774566473988439, 0.7798979117419237, 8.307692307692308, 0.4, 0.5625, 0.6]"
The Jews that We Are,"[0.5, 1.0, 0.3, 4.25, 6.037383539249432, 0.8333333333333334, 0.3333333333333333, 0.18686868686868688, 0.3005671077504726, 0.808240959922745, 42.5, 0.4, 0.75, 0.5]"
Why Is We Americans,"[0.4, 1.0, 0.5, 1.06, 0.8059776671843955, 0.9, 0.2, 0.18947368421052632, 0.31343283582089554, 0.7548347785950599, 10.6, 0.6, 0.6, 0.6]"
Portrait,"[0.1, 1.0, 0.05, 9.8, 0.0, 1.0, 1.0, 0.20689655172413793, 0.28846153846153844, 0.8008136683001174, 98.0, 0.6, 0.7647058823529411, 0.5]"
Dreams of My Father,"[0.4, 1.0, 0.2, 2.8, 4.301162633521313, 1.0, 0.25, 0.16176470588235295, 0.2849740932642487, 0.7824525097198286, 28.0, 0.6, 0.5, 0.4]"
Music Between Strangers,"[0.3, 1.0, 0.15, 4.266666666666667, 10.121045180985785, 1.0, 0.3333333333333333, 0.224, 0.30612244897959184, 0.7975397258770501, 42.666666666666664, 0.4, 0.6666666666666666, 0.1]"
Tender Only to One,"[0.4, 1.0, 0.4, 0.95, 1.4352700094407322, 0.75, 0.25, 0.21568627450980393, 0.29850746268656714, 0.7949077625878863, 9.5, 0.4, 0.6363636363636364, 0.4]"
The Help I Need Is Not Available Here,"[0.8, 1.0, 0.05, 13.1, 0.0, 1.0, 1.0, 0.16428571428571428, 0.3147410358565737, 0.7631975039794896, 131.0, 0.4, 0.7, 0.5]"
Woodstock,"[0.1, 1.0, 0.4, 1.2, 0.9433981132056604, 1.0, 0.125, 0.14545454545454545, 0.3696969696969697, 0.7492040274198378, 12.0, 0.4, 0.7692307692307693, 0.1]"
Carolina Prayer,"[0.2, 1.0, 0.8, 1.4625, 2.0746987733162614, 0.75, 0.1875, 0.17222222222222222, 0.3955773955773956, 0.7669469206772099, 14.625, 0.6, 0.7058823529411765, 0.2]"
Les Sangliers,"[0.2, 1.0, 0.1, 11.05, 1.5, 1.0, 0.5, 0.16853932584269662, 0.3002159827213823, 0.7872626018190506, 110.5, 0.4, 0.6428571428571429, 0.1]"
Wings,"[0.1, 1.0, 0.05, 10.3, 0.0, 1.0, 1.0, 0.1590909090909091, 0.28, 0.8138711258435051, 103.0, 0.4, 0.9090909090909091, 0.2]"
Guess,"[0.1, 1.0, 0.2, 1.025, 1.061838029079765, 0.75, 0.5, 0.22727272727272727, 0.23529411764705882, 0.8340100513954541, 10.25, 0.4, 0.42857142857142855, 0.6]"
Truth-Taking Stare,"[0.2, 1.0, 1.05, 1.5666666666666667, 2.382742184429595, 0.9, 0.1, 0.1423611111111111, 0.2836990595611285, 0.8027743059499661, 15.666666666666666, 0.4, 0.8181818181818182, 0.1]"
"from You, part I","[0.4, 1.0, 0.8, 1.15625, 2.386387175208583, 1.0, 0.0625, 0.2125984251968504, 0.28823529411764703, 0.7948979871153069, 11.5625, 0.4, 0.7272727272727273, 0.6]"
The Living Teaching,"[0.3, 1.0, 0.3, 4.333333333333334, 10.619269696588786, 1.0, 0.2, 0.1708542713567839, 0.28969957081545067, 0.8150154007438782, 43.333333333333336, 0.4, 0.7777777777777778, 0.4]"
"Like van Gogh, I CanÂt Begin in Prose","[0.8, 1.0, 0.8, 0.775, 0.6837397165588672, 0.9333333333333333, 0.13333333333333333, 0.12, 0.315, 0.8004403055558483, 7.75, 0.6, 0.9230769230769231, 0.6]"
Scythe,"[0.1, 1.0, 0.05, 8.2, 0.0, 1.0, 1.0, 0.18840579710144928, 0.36486486486486486, 0.7532022788165555, 82.0, 0.4, 0.9090909090909091, 0.2]"
The Silver Swan,"[0.3, 1.0, 0.2, 1.275, 1.0523782589924593, 1.0, 0.25, 0.1724137931034483, 0.3793103448275862, 0.7368874976715513, 12.75, 0.4, 0.7142857142857143, 0.3]"
Washing the World,"[0.3, 1.0, 0.3, 5.45, 12.218428704215611, 1.0, 0.16666666666666666, 0.16778523489932887, 0.30307941653160453, 0.7982803011955313, 54.5, 0.6, 0.6, 0.2]"
[Thirteen Implements],"[0.2, 1.0, 0.6, 4.183333333333334, 9.734417747810543, 0.9166666666666666, 0.16666666666666666, 0.18181818181818182, 0.2867724867724868, 0.8047429528004897, 41.833333333333336, 0.6, 0.8, 0.5]"
Things to Do in Hell,"[0.5, 1.0, 0.05, 12.6, 0.0, 1.0, 1.0, 0.17857142857142858, 0.33663366336633666, 0.800609455444675, 126.0, 0.4, 0.8181818181818182, 0.2]"
ÂOn a branch ...Â,"[0.4, 1.0, 0.05, 0.6, 0.0, 1.0, 1.0, 0.08333333333333333, 0.35714285714285715, 0.6413914505744543, 6.0, 0.4, 0.6153846153846154, 0.1]"
New Year's Poem,"[0.3, 1.0, 0.3, 2.7, 3.4909406564229455, 0.8333333333333334, 0.3333333333333333, 0.17989417989417988, 0.3171428571428571, 0.7772726691847169, 27.0, 0.4, 0.7857142857142857, 0.5]"
"Venetian Interior, 1889","[0.3, 1.0, 2.85, 1.6, 2.3458810487185495, 0.6481481481481481, 0.05555555555555555, 0.11093990755007704, 0.2966101694915254, 0.7890605653395825, 16.0, 0.4, 0.6153846153846154, 0.5]"
Betrothed,"[0.1, 1.0, 0.65, 1.3076923076923077, 2.952403493855903, 0.7692307692307693, 0.15384615384615385, 0.1875, 0.2972027972027972, 0.8045988929900099, 13.076923076923077, 0.4, 0.9090909090909091, 0.3]"
[A straight rain is rare...],"[0.5, 1.0, 0.75, 1.34, 1.8956792977716457, 0.6666666666666666, 0.2, 0.20714285714285716, 0.30612244897959184, 0.7898197568117323, 13.4, 0.4, 0.7272727272727273, 0.3]"
"November, Late in the Day","[0.5, 1.0, 0.25, 1.98, 2.404662138430262, 1.0, 0.2, 0.18681318681318682, 0.296875, 0.764195440288478, 19.8, 0.6, 0.8461538461538461, 0.5]"
Song of the Andoumboulou: 138,"[0.5, 1.0, 6.55, 0.9419847328244275, 1.4347815108233302, 0.4921875, 0.0625, 0.09767441860465116, 0.31894593366651525, 0.7764275284509065, 9.419847328244275, 0.4, 0.7333333333333333, 0.3]"
A Muse of Water,"[0.4, 1.0, 0.05, 34.2, 0.0, 1.0, 1.0, 0.16034985422740525, 0.33201581027667987, 0.7831190910118734, 342.0, 0.4, 0.9166666666666666, 0.6]"
The Horse Poisoner,"[0.3, 1.0, 0.15, 5.466666666666667, 2.2291004663067318, 1.0, 0.3333333333333333, 0.17054263565891473, 0.3106796116504854, 0.7747097171936207, 54.666666666666664, 0.4, 1.0, 0.1]"
The Fascination of WhatÂs Difficult,"[0.5, 1.0, 0.15, 3.066666666666667, 1.4817407180595246, 1.0, 0.3333333333333333, 0.1875, 0.24260355029585798, 0.8152436330751872, 30.666666666666668, 0.6, 0.6666666666666666, 0.1]"
The Sonnets: L,"[0.3, 1.0, 0.15, 2.8666666666666667, 3.492213560989012, 1.0, 0.3333333333333333, 0.26, 0.2937853107344633, 0.8041375187974414, 28.666666666666668, 0.4, 0.8181818181818182, 0.1]"
Gone by Then,"[0.3, 1.0, 0.15, 2.1, 4.2708313008125245, 1.0, 0.3333333333333333, 0.25, 0.28205128205128205, 0.779433553392908, 21.0, 0.4, 0.7142857142857143, 0.3]"
1-800-FEAR,"[0.1, 1.0, 0.4, 1.2875, 2.060188098208511, 1.0, 0.125, 0.11627906976744186, 0.2871287128712871, 0.8175158360485844, 12.875, 0.4, 0.75, 0.5]"
[accumulation of land],"[0.3, 1.0, 1.05, 0.32857142857142857, 0.24798507745317214, 0.7142857142857143, 0.14285714285714285, 0.22535211267605634, 0.295, 0.764958822504974, 3.2857142857142856, 0.6, 0.7, 0.3]"
"An Elegy upon the Death of the Dean of Paul's, Dr. John Donne","[1.3, 0.8461538461538461, 0.4, 9.5375, 29.226347274334508, 0.75, 0.25, 0.12545454545454546, 0.3127443315089914, 0.8026046459897672, 95.375, 0.4, 0.9090909090909091, 0.1]"
[They travel in threes],"[0.4, 1.0, 0.8, 3.14375, 4.504424907798997, 0.875, 0.1875, 0.1335149863760218, 0.31759656652360513, 0.7865581717249214, 31.4375, 0.4, 0.75, 0.1]"
[The wild and wavy event],"[0.5, 1.0, 0.1, 2.55, 3.1, 1.0, 0.5, 0.15555555555555556, 0.232, 0.8426167456656537, 25.5, 0.4, 0.6, 0.4]"
First Love,"[0.2, 1.0, 0.65, 1.176923076923077, 0.5878453284474708, 0.5384615384615384, 0.46153846153846156, 0.24096385542168675, 0.3492063492063492, 0.7792771626009598, 11.76923076923077, 0.4, 1.0, 0.2]"
"Festubert, 1916","[0.2, 1.0, 0.2, 6.75, 0.6403124237432849, 1.0, 0.25, 0.1702127659574468, 0.3491686460807601, 0.7658152399206136, 67.5, 0.4, 0.5384615384615384, 0.3]"
Auricle,"[0.1, 1.0, 0.4, 1.5375, 0.5825590098865522, 1.0, 0.125, 0.1839080459770115, 0.3470319634703196, 0.7521009578357418, 15.375, 0.4, 0.8666666666666667, 0.3]"
Rattlesnakes Hammered on the Wall,"[0.5, 1.0, 0.05, 8.9, 0.0, 1.0, 1.0, 0.14432989690721648, 0.3125, 0.7652445570381721, 89.0, 0.4, 0.8181818181818182, 0.6]"
Locksley Hall,"[0.2, 1.0, 0.55, 18.654545454545453, 33.752614835956976, 1.0, 0.09090909090909091, 0.059453032104637336, 0.3211314475873544, 0.7855572521587497, 186.54545454545453, 0.6, 0.631578947368421, 0.1]"
What About This,"[0.3, 1.0, 0.2, 4.625, 6.291859820434654, 0.75, 0.5, 0.20253164556962025, 0.2947976878612717, 0.7935341951573137, 46.25, 0.4, 0.6923076923076923, 0.5]"
Vendetta,"[0.1, 1.0, 1.25, 0.776, 2.0484374532799388, 0.72, 0.12, 0.18867924528301888, 0.3052959501557632, 0.8031254570465002, 7.76, 0.4, 0.4666666666666667, 0.2]"
Mockingbird,"[0.1, 1.0, 0.05, 4.9, 0.0, 1.0, 1.0, 0.15384615384615385, 0.3116883116883117, 0.7753497571431099, 49.0, 0.4, 0.75, 0.5]"
Hoodlum Birds,"[0.2, 1.0, 0.05, 11.2, 0.0, 1.0, 1.0, 0.17, 0.3347826086956522, 0.7875383668946841, 112.0, 0.4, 0.75, 0.2]"
Dirge,"[0.1, 1.0, 0.45, 3.1444444444444444, 4.403141415056716, 0.875, 0.25, 0.18579234972677597, 0.35343035343035345, 0.7613893767521106, 31.444444444444443, 0.4, 0.7142857142857143, 0.2]"
Wildlife Management I,"[0.3, 1.0, 0.55, 1.609090909090909, 2.181666661405359, 1.0, 0.09090909090909091, 0.13846153846153847, 0.33647798742138363, 0.7719007206185512, 16.09090909090909, 0.4, 0.9090909090909091, 0.1]"
Poem [ÂLana Turner has collapsed!Â],"[0.5, 1.0, 0.05, 8.5, 0.0, 1.0, 1.0, 0.22413793103448276, 0.2696629213483146, 0.8186193653293327, 85.0, 0.4, 0.7272727272727273, 0.3]"
The Quip,"[0.2, 1.0, 0.3, 2.4833333333333334, 0.17950549357115014, 0.16666666666666666, 1.0, 0.15841584158415842, 0.30364372469635625, 0.7936270225170623, 24.833333333333332, 0.4, 0.5384615384615384, 0.3]"
A Reminiscence,"[0.2, 1.0, 0.1, 4.25, 7.7, 1.0, 1.0, 0.18032786885245902, 0.36809815950920244, 0.7147261284725203, 42.5, 0.6, 0.7142857142857143, 0.3]"
Coming of the August Grandchild,"[0.5, 1.0, 0.2, 2.375, 4.138538389335055, 1.0, 0.25, 0.17346938775510204, 0.4368421052631579, 0.7195161283473214, 23.75, 0.4, 0.7142857142857143, 0.1]"
Frequency Modulation,"[0.2, 1.0, 0.05, 10.9, 0.0, 1.0, 1.0, 0.20930232558139536, 0.27075812274368233, 0.806250325190231, 109.0, 0.4, 0.7333333333333333, 0.6]"
$6.82,"[0.1, 1.0, 0.65, 5.115384615384615, 20.43162648803921, 1.0, 0.08333333333333333, 0.14285714285714285, 0.2631981637337414, 0.81456922713539, 51.15384615384615, 0.8, 0.8125, 0.6]"
"Song to Amarantha, that she would Dishevel her Hair","[0.9, 1.0, 0.7, 1.1071428571428572, 0.2668791670324201, 0.7857142857142857, 0.21428571428571427, 0.2, 0.31343283582089554, 0.7956670771940355, 11.071428571428571, 0.4, 0.6666666666666666, 0.6]"
Saguaros,"[0.1, 1.0, 0.3, 2.683333333333333, 4.127011294171877, 1.0, 0.16666666666666666, 0.25, 0.30451127819548873, 0.7986692163552961, 26.833333333333332, 0.4, 0.75, 0.1]"
Philip Larkin's Koan,"[0.3, 1.0, 0.25, 2.8600000000000003, 3.8086217979736445, 0.8, 0.4, 0.20224719101123595, 0.3188405797101449, 0.7493619444640909, 28.6, 0.4, 0.7692307692307693, 0.5]"
To the Poetry* of Hugh McCrae,"[0.6, 1.0, 0.05, 24.5, 0.0, 1.0, 1.0, 0.15625, 0.3185328185328185, 0.8015350838068905, 245.0, 0.4, 0.6428571428571429, 0.2]"
How scrubbed-up clean,"[0.3, 1.0, 0.05, 13.3, 0.0, 1.0, 1.0, 0.1721311475409836, 0.2491103202846975, 0.8127927696995633, 133.0, 0.4, 0.8181818181818182, 0.4]"
The Lie,"[0.2, 1.0, 0.05, 32.4, 0.0, 1.0, 1.0, 0.12056737588652482, 0.3652312599681021, 0.7770018183818298, 324.0, 0.6, 0.6666666666666666, 0.4]"
To the Poor,"[0.3, 1.0, 0.05, 15.3, 0.0, 1.0, 1.0, 0.16666666666666666, 0.35353535353535354, 0.7709196168128156, 153.0, 0.6, 0.55, 0.3]"
The Idea of Revelation,"[0.4, 1.0, 0.55, 1.6454545454545453, 2.0650575802910085, 0.8181818181818182, 0.18181818181818182, 0.13008130081300814, 0.2756598240469208, 0.7911431447434213, 16.454545454545453, 0.4, 0.7777777777777778, 0.1]"
Order,"[0.1, 1.0, 0.05, 12.9, 0.0, 1.0, 1.0, 0.19607843137254902, 0.45528455284552843, 0.7049397745995255, 129.0, 0.4, 0.7692307692307693, 0.3]"
Been About,"[0.2, 1.0, 0.4, 1.2875, 1.9142557300423575, 1.0, 0.125, 0.2054794520547945, 0.35602094240837695, 0.7735312025093363, 12.875, 0.6, 0.6, 0.5]"
Colors passing through us,"[0.4, 1.0, 0.2, 7.275, 13.536894030759049, 1.0, 0.25, 0.1688888888888889, 0.303886925795053, 0.803002689180316, 72.75, 0.4, 0.8181818181818182, 0.5]"
"Capricornus, or, The Goat","[0.4, 1.0, 0.85, 3.9, 12.18234015962064, 0.5294117647058824, 0.4117647058823529, 0.12440191387559808, 0.32501599488163785, 0.7899347143474819, 39.0, 0.6, 0.7368421052631579, 0.2]"
The Second Going,"[0.3, 1.0, 0.15, 1.7666666666666668, 2.1746008573733455, 1.0, 0.3333333333333333, 0.14705882352941177, 0.25301204819277107, 0.7853564780692838, 17.666666666666668, 0.4, 0.5833333333333334, 0.3]"
Mesopotamia,"[0.1, 1.0, 0.65, 1.753846153846154, 0.8213137116947162, 0.7692307692307693, 0.15384615384615385, 0.14965986394557823, 0.3395225464190981, 0.7981816141810886, 17.53846153846154, 0.4, 0.7857142857142857, 0.1]"
The Old Slave-Music,"[0.3, 1.0, 0.85, 1.1764705882352942, 0.5065658856849644, 0.6470588235294118, 0.11764705882352941, 0.1694915254237288, 0.31629392971246006, 0.7906366932822743, 11.764705882352942, 0.8, 0.6190476190476191, 0.2]"
Burning the Book,"[0.3, 1.0, 0.1, 3.7, 6.2, 1.0, 0.5, 0.16, 0.2698412698412698, 0.8044436998623806, 37.0, 0.4, 0.7, 0.4]"
This CanÂt Be Life,"[0.4, 1.0, 2.1, 2.438095238095238, 3.3943797752987095, 0.7380952380952381, 0.07142857142857142, 0.09302325581395349, 0.31088607594936707, 0.7679028779259526, 24.38095238095238, 0.4, 0.625, 0.6]"
